payment_id,customer_id,amount,status,failure_reason_raw,true_category,retry_count,timestamp,subscription_id,predicted_category,diagnosis_reasoning,diagnosis_correct
PAY00062,CUST0060,509.22,failed,"declined by issuing bank - do not honor, code 05",risk_flag,2,2026-08-01,,risk_flag,Repeated declines by issuing bank may indicate risk or fraud,True
PAY00063,CUST0042,2582.76,failed,authentication failed - OTP not entered in time,customer_action_needed,2,2026-08-07,,customer_action_needed,OTP not entered within valid time,True
PAY00064,CUST0039,1084.39,failed,"temporary decline, code 96 - system malfunction",transient,0,2026-08-18,,transient,"Temporary decline due to system malfunction, safe to auto-retry",True
PAY00065,CUST0054,1646.62,failed,card expired,customer_action_needed,1,2026-08-08,,customer_action_needed,Expired card requires customer action,True
PAY00066,CUST0055,3867.56,failed,"temporary decline, code 96 - system malfunction",transient,0,2026-08-12,,transient,"Temporary decline due to system malfunction, safe to auto-retry",True
PAY00067,CUST0010,3978.89,failed,card expired,customer_action_needed,1,2026-08-12,,customer_action_needed,"Card expired, customer needs to update card details",True
PAY00068,CUST0013,1051.26,failed,card reported as expired by issuer,customer_action_needed,0,2026-08-03,SUB0014,customer_action_needed,The card has reportedly expired according to the issuer.,True
PAY00069,CUST0047,2500.24,failed,"insufficient funds, repeated attempt",risk_flag,1,2026-08-01,,risk_flag,Repeated failure and insufficient funds indicate potential risk,True
PAY00070,CUST0015,964.22,failed,gateway timeout - please retry,transient,2,2026-08-10,SUB0013,transient,"gateway timeout suggests a temporary technical issue, safe to auto-retry",True
PAY00071,CUST0023,1996.79,failed,network error during authorization,transient,0,2026-08-05,,transient,"Network error during authorization indicates a temporary technical issue, safe to auto-retry",True
PAY00072,CUST0030,3222.23,failed,"temporary decline, code 96 - system malfunction",transient,2,2026-08-06,SUB0005,transient,"temporary decline due to system malfunction, safe to auto-retry",True
PAY00073,CUST0045,2861.75,failed,authentication failed - OTP not entered in time,customer_action_needed,1,2026-08-15,SUB0004,customer_action_needed,The customer has not entered the OTP in time,True
PAY00074,CUST0051,3910.11,failed,card reported as expired by issuer,customer_action_needed,1,2026-08-11,,customer_action_needed,The payment failure is due to an expired card as reported by the issuer,True
PAY00075,CUST0046,4875.51,failed,"issuing bank not responding, error 91",transient,2,2026-08-13,SUB0008,transient,"Issuing bank not responding (error 91) is a temporary technical issue, safe to auto-retry",True
PAY00076,CUST0046,1836.41,failed,"issuing bank not responding, error 91",transient,0,2026-08-02,SUB0016,transient,"Issuing bank not responding, error 91 suggests a temporary technical issue at the issuing bank's end, safe to auto-retry",True
PAY00077,CUST0025,2299.99,failed,network error during authorization,transient,1,2026-08-06,,transient,"Network error during authorization indicates a temporary technical issue, safe to auto-retry",True
PAY00078,CUST0041,1730.47,failed,"temporary decline, code 96 - system malfunction",transient,2,2026-08-06,,transient,"temporary decline due to system malfunction, safe to auto-retry",True
PAY00079,CUST0010,3516.29,failed,card reported as expired by issuer,customer_action_needed,0,2026-08-16,,customer_action_needed,The card provided has expired according to the issuer,True
PAY00080,CUST0030,3064.38,failed,"temporary decline, code 96 - system malfunction",transient,0,2026-08-15,,transient,temporary decline due to system malfunction,True
PAY00081,CUST0050,4830.84,failed,gateway timeout - please retry,transient,3,2026-08-15,SUB0012,transient,"gateway timeout indicates a temporary technical issue, safe to auto-retry",True
PAY00082,CUST0032,4464.74,failed,"temporary decline, code 96 - system malfunction",transient,0,2026-08-02,,transient,"Temporary decline due to system malfunction, safe to auto-retry",True
PAY00083,CUST0009,4676.91,failed,"declined by issuing bank - do not honor, code 05",risk_flag,1,2026-08-18,,risk_flag,"Repeated decline by issuing bank (code 05) indicates potential risk, requiring a softer approach",True
PAY00084,CUST0056,3024.96,failed,"issuing bank not responding, error 91",transient,0,2026-08-08,,transient,"The payment failure is due to the issuing bank not responding, which could be a temporary technical issue. It's safe to auto-retry.",True
PAY00085,CUST0017,4798.25,failed,gateway timeout - please retry,transient,2,2026-08-02,SUB0020,transient,"Gateway timeout indicates a temporary technical issue, safe to auto-retry",True
PAY00086,CUST0014,1081.74,failed,gateway timeout - please retry,transient,0,2026-08-12,,transient,"gateway timeout suggests a temporary technical issue, safe to auto-retry",True
PAY00087,CUST0023,1369.66,failed,"insufficient funds, repeated attempt",risk_flag,0,2026-08-15,SUB0019,risk_flag,Insufficient funds and repeated attempt may indicate a risk of fraud or insufficient funds,True
PAY00088,CUST0003,4031.44,failed,insufficient funds - code 51,risk_flag,0,2026-08-10,,risk_flag,"Insufficient funds indicated by code 51, suggesting potential lack of funds for the given payment amount",True
PAY00089,CUST0054,3595.31,failed,"issuing bank not responding, error 91",transient,1,2026-08-21,SUB0021,transient,"Issuing bank temporary unresponsiveness indicated by error 91, safe to auto-retry.",True
PAY00090,CUST0031,2452.73,failed,card expired,customer_action_needed,0,2026-08-20,SUB0004,customer_action_needed,The payment failure is due to an expired card,True
PAY00091,CUST0060,3615.32,failed,"temporary decline, code 96 - system malfunction",transient,3,2026-08-01,SUB0012,transient,"Temporary decline due to system malfunction, safe to auto-retry after some time",True
PAY00092,CUST0024,4804.84,failed,card reported as expired by issuer,customer_action_needed,3,2026-08-09,SUB0020,customer_action_needed,"The card has reportedly expired by the issuer, suggesting that the card needs to be updated.",True
PAY00093,CUST0053,4207.86,failed,network error during authorization,transient,3,2026-08-03,SUB0016,transient,"Network error during authorization is a temporary technical issue, safe to auto-retry",True
PAY00094,CUST0005,733.98,failed,insufficient funds - code 51,risk_flag,0,2026-08-11,,risk_flag,Insufficient funds - code 51 indicates the account may not have sufficient balance for the payment. A softer approach is needed.,True
PAY00095,CUST0055,2854.9,failed,"issuing bank not responding, error 91",transient,2,2026-08-13,SUB0021,transient,"Issuing bank not responding (error 91) is a common temporary technical issue, safe to auto-retry",True
PAY00096,CUST0001,1114.21,failed,"insufficient funds, repeated attempt",risk_flag,0,2026-08-06,SUB0023,risk_flag,Repeated attempt with insufficient funds,True
PAY00097,CUST0038,3349.7,failed,"declined by issuing bank - do not honor, code 05",risk_flag,0,2026-08-10,,risk_flag,"The payment was declined by the issuing bank with code 05, which typically indicates a risk flag or insufficient funds.",True
PAY00098,CUST0031,1579.52,failed,"issuing bank not responding, error 91",transient,0,2026-08-09,SUB0030,transient,"Issuing bank not responding due to potential temporary technical issue, safe to auto-retry",True
PAY00099,CUST0016,2270.66,failed,network error during authorization,transient,0,2026-08-20,SUB0018,transient,"Network error during authorization is a temporary technical issue, safe to auto-retry",True
PAY00100,CUST0012,1719.26,failed,"issuing bank not responding, error 91",transient,0,2026-08-05,,transient,"Issuing bank not responding (error 91) suggests a temporary technical issue, safe to auto-retry",True
PAY00101,CUST0054,1229.43,failed,insufficient funds - code 51,risk_flag,1,2026-08-17,,risk_flag,Insufficient funds - code 51 indicates the account does not have sufficient funds. A second attempt could indicate a risk of insufficient funds again.,True
PAY00102,CUST0027,2341.32,failed,insufficient funds - code 51,risk_flag,0,2026-08-10,,risk_flag,"Insufficient funds detected, code 51",True
PAY00103,CUST0046,4862.6,failed,network error during authorization,transient,2,2026-08-07,SUB0023,transient,"Network error during authorization is a temporary technical issue, safe to auto-retry",True
PAY00104,CUST0046,4947.07,failed,gateway timeout - please retry,transient,0,2026-08-14,SUB0003,transient,"Gateway timeout indicates a temporary technical issue, safe to auto-retry",True
PAY00105,CUST0011,791.0,failed,gateway timeout - please retry,transient,0,2026-08-01,,transient,"gateway timeout indicates a temporary technical issue, safe to auto-retry",True
PAY00106,CUST0059,3939.38,failed,network error during authorization,transient,0,2026-08-13,,transient,"network error during authorization indicates a temporary technical issue, safe to auto-retry",True
PAY00107,CUST0028,2659.37,failed,"issuing bank not responding, error 91",transient,0,2026-08-03,SUB0023,transient,"Issuing bank not responding (error 91) indicates a temporary technical issue, safe to auto-retry",True
PAY00108,CUST0020,3073.07,failed,card reported as expired by issuer,customer_action_needed,1,2026-08-07,SUB0018,customer_action_needed,"The card has reportedly expired by the issuer, requiring the customer to update the card details",True
PAY00109,CUST0021,3137.69,failed,invalid CVV entered,customer_action_needed,0,2026-08-18,,customer_action_needed,Invalid CVV entered,True
PAY00110,CUST0014,2505.3,failed,"issuing bank not responding, error 91",transient,0,2026-08-06,SUB0006,transient,"Issuing bank not responding indicates a temporary technical issue, safe to auto-retry",True
PAY00111,CUST0041,3021.26,failed,gateway timeout - please retry,transient,3,2026-08-09,SUB0008,transient,"Gateway timeout indicates a temporary technical issue, safe to auto-retry",True
PAY00112,CUST0014,3448.4,failed,"declined by issuing bank - do not honor, code 05",risk_flag,1,2026-08-20,,risk_flag,Repeated decline by issuing bank indicates possible risk or insufficient funds,True
PAY00113,CUST0018,2690.3,failed,card reported as expired by issuer,customer_action_needed,0,2026-08-15,,customer_action_needed,The card has reportedly expired as per the issuer,True
PAY00114,CUST0060,3802.35,failed,transaction flagged for suspected fraud,risk_flag,2,2026-08-20,,risk_flag,Repeated failure and suspected fraud,True
PAY00115,CUST0057,1021.63,failed,gateway timeout - please retry,transient,0,2026-08-17,SUB0019,transient,"Gateway timeout indicates a temporary technical issue, safe to auto-retry",True
PAY00116,CUST0027,4034.34,failed,"insufficient funds, repeated attempt",risk_flag,0,2026-08-06,,risk_flag,Repeated attempts with insufficient funds,True
PAY00117,CUST0057,545.29,failed,"declined by issuing bank - do not honor, code 05",risk_flag,0,2026-08-17,,risk_flag,"The payment was declined by the issuing bank with code 05, which typically indicates a risk assessment by the bank. This may signal repeated failures or fraud/insufficient-funds, requiring a softer, non-pushy approach.",True
PAY00118,CUST0024,3223.75,failed,"issuing bank not responding, error 91",transient,1,2026-08-19,,transient,"Issuing bank not responding could be a temporary technical issue, safe to auto-retry",True
PAY00119,CUST0011,1205.75,failed,"issuing bank not responding, error 91",transient,0,2026-08-08,,transient,"The payment failure is due to issuing bank not responding, which indicates a temporary technical issue, safe to auto-retry",True
PAY00120,CUST0038,3550.52,failed,"temporary decline, code 96 - system malfunction",transient,0,2026-08-09,,transient,temporary decline due to system malfunction,True
PAY00121,CUST0030,1231.23,failed,insufficient funds - code 51,risk_flag,1,2026-08-01,,risk_flag,"Insufficient funds indicated by code 51, with only one retry",True
PAY00122,CUST0018,267.45,failed,network error during authorization,transient,3,2026-08-05,,transient,"Network error during authorization indicates a temporary technical issue, safe to auto-retry",True
PAY00123,CUST0018,2066.81,failed,invalid CVV entered,customer_action_needed,1,2026-08-19,,customer_action_needed,The customer entered an invalid CVV,True
PAY00124,CUST0035,4171.62,failed,"issuing bank not responding, error 91",transient,2,2026-08-04,,transient,"Issuing bank not responding (error 91) suggests a temporary technical issue, safe to auto-retry.",True
PAY00125,CUST0039,3390.58,failed,"insufficient funds, repeated attempt",risk_flag,3,2026-08-13,,risk_flag,Repeated insufficient funds indicates potential risk,True
PAY00126,CUST0057,4972.77,failed,authentication failed - OTP not entered in time,customer_action_needed,1,2026-08-15,,customer_action_needed,OTP was not entered in time,True
PAY00127,CUST0038,1853.81,failed,invalid CVV entered,customer_action_needed,0,2026-08-01,,customer_action_needed,The customer entered an invalid CVV,True
PAY00128,CUST0008,3589.06,failed,insufficient funds - code 51,risk_flag,2,2026-08-07,,risk_flag,"Insufficient funds indicated by code 51 in payment failure, with a high-value transaction and multiple retries",True
PAY00129,CUST0037,1682.24,failed,card expired,customer_action_needed,0,2026-08-15,,customer_action_needed,The card has expired,True
PAY00130,CUST0059,1046.03,failed,"declined by issuing bank - do not honor, code 05",risk_flag,1,2026-08-03,SUB0018,risk_flag,"Payment declined by issuing bank, code 05 typically indicates a risk flag. This is the first retry and the amount is not insignificant, suggesting potential fraud or insufficient funds.",True
PAY00131,CUST0028,1203.6,failed,invalid CVV entered,customer_action_needed,1,2026-08-10,,customer_action_needed,"Invalid CVV entered, needs user to correct it",True
PAY00132,CUST0006,3966.37,failed,"insufficient funds, repeated attempt",risk_flag,0,2026-08-17,,risk_flag,Repeated attempt with insufficient funds,True
PAY00133,CUST0005,2470.38,failed,network error during authorization,transient,2,2026-08-11,,transient,"Network error during authorization is a temporary technical issue, safe to auto-retry",True
PAY00134,CUST0058,3714.18,failed,card reported as expired by issuer,customer_action_needed,1,2026-08-08,SUB0015,customer_action_needed,"The card reported as expired by the issuer, indicating an expired card",True
PAY00135,CUST0031,3531.95,failed,network error during authorization,transient,0,2026-08-20,,transient,"Network error during authorization indicates a temporary technical issue, safe to auto-retry.",True
PAY00136,CUST0014,2321.81,failed,card expired,customer_action_needed,2,2026-08-18,SUB0007,customer_action_needed,"Card has expired, customer needs to update the card details",True
PAY00137,CUST0060,2502.42,failed,"temporary decline, code 96 - system malfunction",transient,0,2026-08-03,SUB0021,transient,"temporary decline due to system malfunction, safe to auto-retry",True
PAY00138,CUST0025,1701.96,failed,"issuing bank not responding, error 91",transient,1,2026-08-12,,transient,"Issuing bank not responding could be due to a temporary technical issue, safe to auto-retry",True
PAY00139,CUST0038,352.22,failed,transaction flagged for suspected fraud,risk_flag,0,2026-08-18,,risk_flag,Payment failed due to suspected fraud,True
PAY00140,CUST0052,247.59,failed,insufficient funds - code 51,risk_flag,0,2026-08-11,SUB0012,risk_flag,Insufficient funds indicated by code 51,True
PAY00141,CUST0008,2406.2,failed,network error during authorization,transient,1,2026-08-13,,transient,"Network error during authorization indicates a temporary technical issue, safe to auto-retry",True
PAY00142,CUST0044,553.06,failed,card expired,customer_action_needed,3,2026-08-19,,customer_action_needed,Card has expired and needs to be updated,True
PAY00143,CUST0034,2603.41,failed,"insufficient funds, repeated attempt",risk_flag,0,2026-08-02,,risk_flag,Repeated failed attempt and insufficient funds,True
PAY00144,CUST0048,951.08,failed,"issuing bank not responding, error 91",transient,0,2026-08-21,SUB0002,transient,"Issuing bank not responding, error 91 indicates a temporary technical issue, safe to auto-retry",True
PAY00145,CUST0013,2931.64,failed,authentication failed - OTP not entered in time,customer_action_needed,1,2026-08-13,SUB0020,customer_action_needed,OTP was not entered in time for the payment,True
PAY00146,CUST0056,1238.77,failed,"issuing bank not responding, error 91",transient,2,2026-08-16,SUB0016,transient,"The payment failure is due to the issuing bank not responding, which could be a temporary technical issue, safe to auto-retry",True
PAY00147,CUST0033,479.64,failed,"issuing bank not responding, error 91",transient,1,2026-08-13,SUB0008,transient,"Payment failure due to issuing bank not responding, safe to auto-retry",True
PAY00148,CUST0017,3271.31,failed,insufficient funds - code 51,risk_flag,0,2026-08-09,SUB0026,risk_flag,"Insufficient funds - code 51 indicates the account has insufficient funds, suggesting a risk of failure",True
PAY00149,CUST0013,661.08,failed,network error during authorization,transient,1,2026-08-21,,transient,"Network error during authorization is a temporary technical issue, safe to auto-retry",True
PAY00150,CUST0052,1287.5,failed,network error during authorization,transient,2,2026-08-11,SUB0026,transient,"Network error during authorization indicates a temporary technical issue, safe to auto-retry.",True
