payment_id,customer_id,amount,status,failure_reason_raw,true_category,retry_count,timestamp,subscription_id,predicted_category,diagnosis_reasoning,diagnosis_correct
PAY00081,CUST0050,4830.84,failed,gateway timeout - please retry,transient,3,2026-08-15,SUB0012,transient,"Gateway timeout indicates a temporary technical issue, safe to auto-retry after some delay",True
PAY00082,CUST0032,4464.74,failed,"temporary decline, code 96 - system malfunction",transient,0,2026-08-02,,transient,temporary decline due to possible system malfunction,True
PAY00083,CUST0009,4676.91,failed,"declined by issuing bank - do not honor, code 05",risk_flag,1,2026-08-18,,risk_flag,"Repeated decline by issuing bank, possibly due to risk flags or insufficient funds",True
PAY00084,CUST0056,3024.96,failed,"issuing bank not responding, error 91",transient,0,2026-08-08,,transient,"Issuing bank not responding (error 91) indicates a temporary technical issue, safe to auto-retry",True
PAY00085,CUST0017,4798.25,failed,gateway timeout - please retry,transient,2,2026-08-02,SUB0020,transient,"Gateway timeout, safe to auto-retry after a short delay",True
PAY00086,CUST0014,1081.74,failed,gateway timeout - please retry,transient,0,2026-08-12,,transient,"Gateway timeout suggests a temporary technical issue, safe to auto-retry",True
PAY00087,CUST0023,1369.66,failed,"insufficient funds, repeated attempt",risk_flag,0,2026-08-15,SUB0019,risk_flag,Repeated attempt with insufficient funds,True
PAY00088,CUST0003,4031.44,failed,insufficient funds - code 51,risk_flag,0,2026-08-10,,risk_flag,Insufficient funds - code 51 indicates that the customer does not have enough funds to complete the payment.,True
PAY00089,CUST0054,3595.31,failed,"issuing bank not responding, error 91",transient,1,2026-08-21,SUB0021,transient,"Issuing bank temporarily unresponsive, safe to auto-retry",True
PAY00090,CUST0031,2452.73,failed,card expired,customer_action_needed,0,2026-08-20,SUB0004,customer_action_needed,Card has expired and needs to be updated,True
PAY00091,CUST0060,3615.32,failed,"temporary decline, code 96 - system malfunction",transient,3,2026-08-01,SUB0012,transient,"temporary decline due to system malfunction, safe to auto-retry",True
PAY00092,CUST0024,4804.84,failed,card reported as expired by issuer,customer_action_needed,3,2026-08-09,SUB0020,customer_action_needed,Expired card reported by the issuer,True
PAY00093,CUST0053,4207.86,failed,network error during authorization,transient,3,2026-08-03,SUB0016,transient,"Network error during authorization suggests a temporary technical issue, safe to auto-retry",True
PAY00094,CUST0005,733.98,failed,insufficient funds - code 51,risk_flag,0,2026-08-11,,risk_flag,Insufficient funds indicated by code 51,True
PAY00095,CUST0055,2854.9,failed,"issuing bank not responding, error 91",transient,2,2026-08-13,SUB0021,transient,"Issuing bank not responding (error 91) is often a temporary technical issue, safe to auto-retry",True
PAY00096,CUST0001,1114.21,failed,"insufficient funds, repeated attempt",risk_flag,0,2026-08-06,SUB0023,risk_flag,Repeated attempt for insufficient funds,True
PAY00097,CUST0038,3349.7,failed,"declined by issuing bank - do not honor, code 05",risk_flag,0,2026-08-10,,risk_flag,"Issuing bank declined the payment due to a potential risk, and it might require further investigation or manual review.",True
PAY00098,CUST0031,1579.52,failed,"issuing bank not responding, error 91",transient,0,2026-08-09,SUB0030,transient,"The payment failure is due to the issuing bank not responding, indicating a temporary technical issue. It's safe to auto-retry.",True
PAY00099,CUST0016,2270.66,failed,network error during authorization,transient,0,2026-08-20,SUB0018,transient,"Temporary network error during authorization, safe to auto-retry",True
PAY00100,CUST0012,1719.26,failed,"issuing bank not responding, error 91",transient,0,2026-08-05,,transient,"Issuing bank not responding indicates a temporary technical issue, safe to auto-retry",True
PAY00101,CUST0054,1229.43,failed,insufficient funds - code 51,risk_flag,1,2026-08-17,,risk_flag,Insufficient funds indicated by code 51 after 1 retry,True
PAY00102,CUST0027,2341.32,failed,insufficient funds - code 51,risk_flag,0,2026-08-10,,risk_flag,Insufficient funds (code 51) indicates lack of available funds. No retry recommended due to potential risk.,True
PAY00103,CUST0046,4862.6,failed,network error during authorization,transient,2,2026-08-07,SUB0023,transient,"Network error during authorization is a temporary technical issue, safe to auto-retry",True
PAY00104,CUST0046,4947.07,failed,gateway timeout - please retry,transient,0,2026-08-14,SUB0003,transient,"gateway timeout indicates a temporary technical issue, safe to auto-retry",True
PAY00105,CUST0011,791.0,failed,gateway timeout - please retry,transient,0,2026-08-01,,transient,"gateway timeout indicates a temporary technical issue, safe to auto-retry",True
PAY00106,CUST0059,3939.38,failed,network error during authorization,transient,0,2026-08-13,,transient,"Network error during authorization is a temporary technical issue, safe to auto-retry.",True
PAY00107,CUST0028,2659.37,failed,"issuing bank not responding, error 91",transient,0,2026-08-03,SUB0023,transient,"Issuing bank not responding, error 91 suggests a temporary technical issue on the bank's side, safe to auto-retry",True
PAY00108,CUST0020,3073.07,failed,card reported as expired by issuer,customer_action_needed,1,2026-08-07,SUB0018,customer_action_needed,The card has reportedly expired according to the issuer,True
PAY00109,CUST0021,3137.69,failed,invalid CVV entered,customer_action_needed,0,2026-08-18,,customer_action_needed,Invalid CVV entered,True
PAY00110,CUST0014,2505.3,failed,"issuing bank not responding, error 91",transient,0,2026-08-06,SUB0006,transient,"Issuing bank not responding, error 91 suggests a temporary network error or glitch, safe to auto-retry",True
PAY00111,CUST0041,3021.26,failed,gateway timeout - please retry,transient,3,2026-08-09,SUB0008,transient,"Gateway timeout suggests a temporary technical issue, safe to auto-retry",True
PAY00112,CUST0014,3448.4,failed,"declined by issuing bank - do not honor, code 05",risk_flag,1,2026-08-20,,risk_flag,Repeated decline by issuing bank may indicate potential risk or insufficient funds,True
PAY00113,CUST0018,2690.3,failed,card reported as expired by issuer,customer_action_needed,0,2026-08-15,,customer_action_needed,The card reported as expired by the issuer indicates the need for the customer to provide a new valid card,True
PAY00114,CUST0060,3802.35,failed,transaction flagged for suspected fraud,risk_flag,2,2026-08-20,,risk_flag,Repeated payment failure flagged as fraud suspicion,True
PAY00115,CUST0057,1021.63,failed,gateway timeout - please retry,transient,0,2026-08-17,SUB0019,transient,"Temporary gateway timeout, safe to auto-retry",True
PAY00116,CUST0027,4034.34,failed,"insufficient funds, repeated attempt",risk_flag,0,2026-08-06,,risk_flag,Repeated attempt with insufficient funds,True
PAY00117,CUST0057,545.29,failed,"declined by issuing bank - do not honor, code 05",risk_flag,0,2026-08-17,,risk_flag,"Declined by issuing bank, code 05 typically indicates a potential risk or fraud signal",True
PAY00118,CUST0024,3223.75,failed,"issuing bank not responding, error 91",transient,1,2026-08-19,,transient,"Payment failure due to issuing bank temporary unavailability, safe to auto-retry",True
PAY00119,CUST0011,1205.75,failed,"issuing bank not responding, error 91",transient,0,2026-08-08,,transient,"Issuing bank not responding, error 91 indicates a temporary technical issue, safe to auto-retry",True
PAY00120,CUST0038,3550.52,failed,"temporary decline, code 96 - system malfunction",transient,0,2026-08-09,,transient,"Temporary decline due to system malfunction, safe to auto-retry.",True
PAY00121,CUST0030,1231.23,failed,insufficient funds - code 51,risk_flag,1,2026-08-01,,risk_flag,"Insufficient funds indicated by code 51, suggesting the customer may not have enough funds for the payment. A softer approach is needed.",True
PAY00122,CUST0018,267.45,failed,network error during authorization,transient,3,2026-08-05,,transient,"Network error during authorization indicates a temporary technical issue, safe to auto-retry",True
PAY00123,CUST0018,2066.81,failed,invalid CVV entered,customer_action_needed,1,2026-08-19,,customer_action_needed,invalid CVV entered,True
PAY00124,CUST0035,4171.62,failed,"issuing bank not responding, error 91",transient,2,2026-08-04,,transient,"Issuing bank not responding could be a temporary technical issue, safe to auto-retry",True
PAY00125,CUST0039,3390.58,failed,"insufficient funds, repeated attempt",risk_flag,3,2026-08-13,,risk_flag,Repeated insufficient fund attempts indicate potential risk,True
PAY00126,CUST0057,4972.77,failed,authentication failed - OTP not entered in time,customer_action_needed,1,2026-08-15,,customer_action_needed,OTP not entered in time,True
PAY00127,CUST0038,1853.81,failed,invalid CVV entered,customer_action_needed,0,2026-08-01,,customer_action_needed,Invalid CVV entered,True
PAY00128,CUST0008,3589.06,failed,insufficient funds - code 51,risk_flag,2,2026-08-07,,risk_flag,"Insufficient funds - code 51 after two retries, indicating a potential issue with the customer's account",True
PAY00129,CUST0037,1682.24,failed,card expired,customer_action_needed,0,2026-08-15,,customer_action_needed,The payment failure is due to an expired card,True
PAY00130,CUST0059,1046.03,failed,"declined by issuing bank - do not honor, code 05",risk_flag,1,2026-08-03,SUB0018,risk_flag,Repeated failure and specific decline code 05 often indicates a risk or fraud signal,True
PAY00131,CUST0028,1203.6,failed,invalid CVV entered,customer_action_needed,1,2026-08-10,,customer_action_needed,Invalid CVV entered,True
PAY00132,CUST0006,3966.37,failed,"insufficient funds, repeated attempt",risk_flag,0,2026-08-17,,risk_flag,Repeated failure and insufficient funds,True
PAY00133,CUST0005,2470.38,failed,network error during authorization,transient,2,2026-08-11,,transient,"Network error during authorization indicates a temporary technical issue, safe to auto-retry",True
PAY00134,CUST0058,3714.18,failed,card reported as expired by issuer,customer_action_needed,1,2026-08-08,SUB0015,customer_action_needed,The card has reportedly expired according to the issuer,True
PAY00135,CUST0031,3531.95,failed,network error during authorization,transient,0,2026-08-20,,transient,"Network error during authorization indicates a temporary technical issue, safe to auto-retry",True
PAY00136,CUST0014,2321.81,failed,card expired,customer_action_needed,2,2026-08-18,SUB0007,customer_action_needed,"Card has expired, customer needs to provide a new card details",True
PAY00137,CUST0060,2502.42,failed,"temporary decline, code 96 - system malfunction",transient,0,2026-08-03,SUB0021,transient,Payment failure due to temporary system malfunction (code 96). Auto-retry is safe.,True
PAY00138,CUST0025,1701.96,failed,"issuing bank not responding, error 91",transient,1,2026-08-12,,transient,"Issuing bank not responding is a temporary error, safe to auto-retry",True
PAY00139,CUST0038,352.22,failed,transaction flagged for suspected fraud,risk_flag,0,2026-08-18,,risk_flag,The transaction was flagged for suspected fraud,True
PAY00140,CUST0052,247.59,failed,insufficient funds - code 51,risk_flag,0,2026-08-11,SUB0012,risk_flag,"Insufficient funds - code 51 indicates that the account does not have sufficient balance to complete the transaction. This may indicate a risk of failed payment or insufficient funds, requiring a careful approach.",True
PAY00141,CUST0008,2406.2,failed,network error during authorization,transient,1,2026-08-13,,transient,"Network error during authorization indicates a temporary technical issue, safe to auto-retry.",True
PAY00142,CUST0044,553.06,failed,card expired,customer_action_needed,3,2026-08-19,,customer_action_needed,"Card expired, needs replacement",True
PAY00143,CUST0034,2603.41,failed,"insufficient funds, repeated attempt",risk_flag,0,2026-08-02,,risk_flag,Repeated attempt with insufficient funds,True
PAY00144,CUST0048,951.08,failed,"issuing bank not responding, error 91",transient,0,2026-08-21,SUB0002,transient,"issuing bank not responding is a temporary technical issue, safe to auto-retry",True
PAY00145,CUST0013,2931.64,failed,authentication failed - OTP not entered in time,customer_action_needed,1,2026-08-13,SUB0020,customer_action_needed,OTP not entered within the given time,True
PAY00146,CUST0056,1238.77,failed,"issuing bank not responding, error 91",transient,2,2026-08-16,SUB0016,transient,"Issuing bank not responding (error 91) suggests a temporary technical issue, safe to auto-retry.",True
PAY00147,CUST0033,479.64,failed,"issuing bank not responding, error 91",transient,1,2026-08-13,SUB0008,transient,"The failure is due to issuing bank not responding, which could be a temporary technical issue, safe to auto-retry.",True
PAY00148,CUST0017,3271.31,failed,insufficient funds - code 51,risk_flag,0,2026-08-09,SUB0026,risk_flag,Insufficient funds (code 51) indicates the customer likely does not have enough funds for the transaction. A retry at this point might signal a potential issue.,True
PAY00149,CUST0013,661.08,failed,network error during authorization,transient,1,2026-08-21,,transient,Temporary network error during authorization,True
PAY00150,CUST0052,1287.5,failed,network error during authorization,transient,2,2026-08-11,SUB0026,transient,"Network error during authorization is a temporary technical issue, safe to auto-retry.",True
